URL,Version,Status,OIDs,Name,Title,Description,Used
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-annex81-status-reason,1.0.0,draft,,BeCSAnnex81StatusReason,BeCSAnnex81StatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the Annex 81",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-imaging-modality,1.0.0,draft,,BeCSImagingModality,BeCSImagingModality,"Imaging modality types for prior imaging requests",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-imaging-priority,1.0.0,draft,,BeCSImagingPriority,BeCSImagingPriority,"Priority codes for diagnostic imaging requests",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-implant-type,1.0.0,draft,,BeCSImplantType,BeCSImplantType,"Types of implants relevant for diagnostic imaging attention conditions",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-request-track,1.0.0,draft,,BeCSRequestTrack,BeCSRequestTrack,"Care setting track codes for diagnostic imaging requests",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-temp-requested-service,1.0.0,draft,,BeTempRequestedService,BeTempRequestedService,"DEMONSTRATIVE EXAMPLE - Temporary codes for indicating services that can be requested from a Nurse",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-temp-requested-service-detail,1.0.0,draft,,BeTempRequestedServiceDetail,BeTempRequestedServiceDetail,"DEMONSTRATIVE EXAMPLE - Temporary codes for indicating service details that can be requested from a Nurse",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-prescription-status-reason,1.0.0,draft,,BePrescriptionStatusReason,BePrescriptionStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the prescription. Initially defined as supporting CodeSystem for the referral prescription.",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-treatment-status-reason,1.0.0,draft,,BeTreatmentStatusReason,BeTreatmentStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the treatment. Initially defined as supporting CodeSystem for the referral prescription.",
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/precoordinated-radiology,1.0.0,draft,,PrecoordinatedRadiologyCS,Precoordinated Radiology Exam Code System (Demo),"Demonstration CodeSystem showing how precoordinated radiology exam concepts can be decomposed into their SNOMED CT dimensional attributes — as if each concept were analysed as a SNOMED CT postcoordinated expression flattened into properties.  Dimensions modelled (property `code` = SNOMED CT attribute SCTID):   * Modality / imaging action  -> 360037004 |Method (attribute)|   * Body region (multi-valued) -> 363704007 |Procedure site (attribute)|   * Contrast agent             -> 405813007 |Using substance (attribute)|   * Imaging phase (multi-val.) -> qualifier for pre- / post-contrast (SCTID TBD)   * Indication / reason        -> 363703001 |Has intent (attribute)|   * Technique qualifier        -> 272394005 (e.g. low-dose CT)  Design notes:   * Each property's `code` is the SCTID of the SNOMED CT *attribute*     (metaconcept). The imaging-phase attribute SCTID is still a     placeholder (`SCT-ATTR-IMAGING-PHASE`) pending selection of the     appropriate SNOMED |Phase|-style attribute.   * Each property's `value` is a SNOMED CT Coding. Placeholders are     used for the concept SCTIDs (SCT-*) — replace these before publishing.   * A concept carries `Procedure site` multiple times when the exam     covers multiple body regions.   * Absence of `Using substance` models an exam without contrast.   * 'wo/w' exams carry `Using substance` once (contrast is used at     some point) plus two `Imaging phase` values — `pre-contrast` and     `post-contrast` — making both phases machine-readable.",
