URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/be-vs-task-intent,ValueSet/task-intent,ValueSet/be-vs-request-intent"
http://hl7.org/fhir/task-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.1241",TaskIntent,TaskIntent,"Distinguishes whether the task is a proposal, plan or full order.","ValueSet/task-intent"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/be-vs-request-note-type,ValueSet/be-vs-referral-category,ValueSet/be-vs-annex-81-reason-code,ValueSet/be-vs-bodysite-nursing,ValueSet/be-vs-requested-services-nurse,ValueSet/be-vs-requested-services-nurse-detail,ValueSet/procedure-code"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/be-vs-performer-task-status-reason"
https://www.ehealth.fgov.be/standards/fhir/core/CodeSystem/cd-hcparty,2.1.2,active,,HCParty,BeCdHcParty,"healthcare party in Belgium.","ValueSet/be-vs-cd-hcparty"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-annex81-status-reason,1.0.0,draft,,BeCSAnnex81StatusReason,BeCSAnnex81StatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the Annex 81","ValueSet/be-vs-annex81-status-reason"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-imaging-modality,1.0.0,draft,,BeCSImagingModality,BeCSImagingModality,"Imaging modality types for prior imaging requests","ValueSet/be-vs-imaging-modality"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-imaging-priority,1.0.0,draft,,BeCSImagingPriority,BeCSImagingPriority,"Priority codes for diagnostic imaging requests","ValueSet/be-vs-imaging-priority"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-implant-type,1.0.0,draft,,BeCSImplantType,BeCSImplantType,"Types of implants relevant for diagnostic imaging attention conditions","ValueSet/be-vs-implant-type"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-request-track,1.0.0,draft,,BeCSRequestTrack,BeCSRequestTrack,"Care setting track codes for diagnostic imaging requests","ValueSet/be-vs-request-track"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-temp-requested-service,1.0.0,draft,,BeTempRequestedService,BeTempRequestedService,"DEMONSTRATIVE EXAMPLE - Temporary codes for indicating services that can be requested from a Nurse","ValueSet/be-vs-requested-services-nurse"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-temp-requested-service-detail,1.0.0,draft,,BeTempRequestedServiceDetail,BeTempRequestedServiceDetail,"DEMONSTRATIVE EXAMPLE - Temporary codes for indicating service details that can be requested from a Nurse","ValueSet/be-vs-requested-services-nurse-detail"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-prescription-status-reason,1.0.0,draft,,BePrescriptionStatusReason,BePrescriptionStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the prescription. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-prescription-status-reason"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-treatment-status-reason,1.0.0,draft,,BeTreatmentStatusReason,BeTreatmentStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the treatment. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-treatment-status-reason"
