URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-bodysite-nursing,1.0.0,active,,BeVSBodySiteNursing,Body Site,"Body Site",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-co-prescriber-choice,1.0.0,active,,BeVsCoPrescriberChoice,BeVsCoPrescriberChoice,"Type of intended performer choice",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-co-prescription-status,1.0.0,active,,BeCoPrescriptionStatus,BeCoPrescriptionStatus,"This is the status of the prescription for the coprescriber",,"hl7.fhir.r4.core"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-communication-method,1.0.0,draft,,BeCommunicationMethod,BeCommunicationMethod,"Codes to define a communication method.",,"Internal,hl7.fhir.r4.core"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-contrastfluid-use,1.0.0,draft,,BeContrastFluidUse,BeContrastFluidUse,"Codes to define the use of contrast fluid.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-performer-task-status-reason,1.0.0,draft,,BeVSPerformerTaskStatusReason,BeVSPerformerTaskStatusReason,"Codes to explain the current status of a referral prescription.",,"THO (V3)"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-prescription-status-reason,1.0.0,draft,,BeVSPrescriptionStatusReason,BeVSPrescriptionStatusReason,"This is the status reason of the prescription",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-proposal-type,1.0.0,active,,BeVsProposalType,BeVsProposalType,"If the status of the request is proposal, this valueset indicates the different types of proposal",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-referral-category,1.0.0,draft,,BeReferralCategory,BeReferralCategory,"Codes to define the high level category for a referral prescription. SNOMED-CT codes in this valueset are just a draft proposal to give a general idea - pending an official valueset.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-request-intent,1.0.0,active,,BeVsRequestIntent,BeVsRequestIntent,"The allowed intent codes in the context of referral prescription",,"hl7.fhir.r4.core"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-request-note-type,1.0.0,draft,,BeVSRequestNoteType,BeVSRequestNoteType,"Types of notes used in a referral prescription",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-requested-services-nurse,1.0.0,draft,,BeVSRequestedServicesNurse,BeVSRequestedServicesNurse,"Codes indicating the requests that can be asked from a nurse.",,"SCT,Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-requested-services-nurse-detail,1.0.0,draft,,BeVSRequestedServicesNurseDetail,BeVSRequestedServicesNurseDetail,"Codes indicating the request details that can be asked from a nurse.",,"SCT,Internal"
https://www.ehealth.fgov.be/standards/fhir/referral/ValueSet/be-vs-treatment-status-reason,1.0.0,draft,,BeVSTreatmentStatusReason,BeVSTreatmentStatusReason,"Codes to explain the current status of a treatment in a referral prescription.",,"Internal"
